Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
30 Sep 2024,TO TRANSFER-UPI/DR/434466497309/SAGAR MO/KKBK/write2same/UPI--,TRANSFER TO 4897732162091,4695.81,,14533.82
20 Sep 2024,TO TRANSFER-UPI/DR/499972930841/RAHUL D/HDFC/rahuldixit/UPI--,TRANSFER TO 9137022807,978.65,,13555.17
15 Jul 2024,TO TRANSFER-UPI/DR/423793336418/ROHIT T/HDFC/rahuldixit/UPI--,TRANSFER TO 4897690162095,4648.57,,8906.6
7 Aug 2024,TO TRANSFER-UPI/DR/433549996233/SAMEER S/ICIC/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,208.91,,8697.69
10 Sep 2024,TO TRANSFER-UPI/DR/429453024655/ROHIT T/HDFC/write2same/UPI--,TRANSFER TO 9137022807,4986.76,,3710.93
24 Sep 2024,TO TRANSFER-UPI/DR/439021475072/MS SANJE/ICIC/spawar3290/UPI--,TRANSFER TO 9137022807,2893.89,,817.04
14 Sep 2024,BY TRANSFER-UPI/CR/489637914708/SAMEER S/SBIN/write2same/Dr Re--,TRANSFER FROM 4897732162091,,3587.9,4404.94
5 Sep 2024,TO TRANSFER-UPI/DR/435692290148/MS SANJE/IDIB/spawar3290/UPI--,TRANSFER TO 9137022807,2964.99,,1439.95
15 Jul 2024,TO TRANSFER-UPI/DR/478765133916/RAHUL D/SBIN/write2same/UPI--,TRANSFER TO 9137022807,453.08,,986.87
2 Aug 2024,TO TRANSFER-UPI/DR/491130807030/MS SANJE/KKBK/anitapawar/UPI--,TRANSFER TO 4897690162095,2286.51,,-1299.64
25 Jul 2024,BY TRANSFER-UPI/CR/427187586064/ROHIT T/SBIN/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897732162091,,1862.39,562.75
15 Jul 2024,TO TRANSFER-UPI/DR/430294331186/SAMEER S/HDFC/spawar3290/UPI--,TRANSFER TO 8974521398,3536.17,,-2973.42
10 Sep 2024,BY TRANSFER-UPI/CR/471095799405/ROHIT T/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,3829.38,855.96
25 Aug 2024,TO TRANSFER-UPI/DR/403495568740/SAGAR MO/KKBK/anitapawar/UPI--,TRANSFER TO 8974521398,4058.67,,-3202.71
26 Jul 2024,BY TRANSFER-UPI/CR/491513254238/MS SANJE/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,3858.43,655.72
29 Sep 2024,TO TRANSFER-UPI/DR/466397285903/RAHUL D/ICIC/rahuldixit/UPI--,TRANSFER TO 9137022807,2581.51,,-1925.79
18 Jul 2024,TO TRANSFER-UPI/DR/466088642066/SAGAR MO/HDFC/write2same/UPI--,TRANSFER TO 7382910045,297.34,,-2223.13
24 Jul 2024,BY TRANSFER-UPI/CR/436455322883/RAHUL D/ICIC/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,1065.89,-1157.24
10 Jul 2024,TO TRANSFER-UPI/DR/471633310463/SAMEER S/HDFC/write2same/UPI--,TRANSFER TO 8974521398,322.45,,-1479.69
1 Jul 2024,BY TRANSFER-UPI/CR/474265202254/ROHIT T/IDIB/write2same/Dr Re--,TRANSFER FROM 4897732162091,,1909.64,429.95
25 Jul 2024,TO TRANSFER-UPI/DR/484266957573/ANITA P/KKBK/write2same/UPI--,TRANSFER TO 4897690162095,3574.88,,-3144.93
27 Aug 2024,BY TRANSFER-UPI/CR/448353366034/MS SANJE/ICIC/anitapawar/Dr Re--,TRANSFER FROM 7382910045,,3761.52,616.59
2 Sep 2024,BY TRANSFER-UPI/CR/478691691707/SAGAR MO/HDFC/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,1846.93,2463.52
11 Aug 2024,BY TRANSFER-UPI/CR/440581722783/SAGAR MO/SBIN/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,1611.92,4075.44
28 Jul 2024,BY TRANSFER-UPI/CR/408583461508/SAGAR MO/HDFC/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,1597.99,5673.43
15 Aug 2024,TO TRANSFER-UPI/DR/444068461950/MS SANJE/HDFC/anitapawar/UPI--,TRANSFER TO 8974521398,3029.01,,2644.42
22 Aug 2024,BY TRANSFER-UPI/CR/477990007463/ROHIT T/IDIB/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,4066.88,6711.3
14 Jul 2024,BY TRANSFER-UPI/CR/464903167510/ROHIT T/ICIC/write2same/Dr Re--,TRANSFER FROM 8974521398,,1601.86,8313.16
7 Sep 2024,TO TRANSFER-UPI/DR/403951533675/SAGAR MO/HDFC/anitapawar/UPI--,TRANSFER TO 8974521398,4825.76,,3487.4
24 Sep 2024,BY TRANSFER-UPI/CR/487962869479/SAMEER S/SBIN/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,2246.39,5733.79
5 Sep 2024,BY TRANSFER-UPI/CR/450964067868/PRIYA K/KKBK/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,1147.64,6881.43
6 Jul 2024,TO TRANSFER-UPI/DR/465388470638/ANITA P/ICIC/write2same/UPI--,TRANSFER TO 4897690162095,624.49,,6256.94
1 Aug 2024,BY TRANSFER-UPI/CR/496416013728/SAGAR MO/KKBK/spawar3290/Dr Re--,TRANSFER FROM 9137022807,,2032.31,8289.25
11 Sep 2024,BY TRANSFER-UPI/CR/472464754700/MS SANJE/IDIB/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,1739.3,10028.55
11 Sep 2024,BY TRANSFER-UPI/CR/462058621095/ANITA P/SBIN/write2same/Dr Re--,TRANSFER FROM 4897690162095,,4966.01,14994.56
23 Aug 2024,TO TRANSFER-UPI/DR/447622728492/PRIYA K/ICIC/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,1854.59,,13139.97
16 Aug 2024,BY TRANSFER-UPI/CR/458052756582/ANITA P/SBIN/spawar3290/Dr Re--,TRANSFER FROM 4897732162091,,4385.6,17525.57
14 Jul 2024,BY TRANSFER-UPI/CR/475299372537/ANITA P/HDFC/rohit@okhdfc/Dr Re--,TRANSFER FROM 9137022807,,1249.12,18774.69
7 Aug 2024,BY TRANSFER-UPI/CR/484643768806/PRIYA K/HDFC/anitapawar/Dr Re--,TRANSFER FROM 7382910045,,2256.54,21031.23
12 Sep 2024,TO TRANSFER-UPI/DR/459132199256/MS SANJE/HDFC/write2same/UPI--,TRANSFER TO 7382910045,4781.9,,16249.33
19 Aug 2024,TO TRANSFER-UPI/DR/493001425285/ROHIT T/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,2631.2,,13618.13
6 Jul 2024,TO TRANSFER-UPI/DR/488738660601/RAHUL D/KKBK/rahuldixit/UPI--,TRANSFER TO 4897732162091,1337.83,,12280.3
8 Sep 2024,BY TRANSFER-UPI/CR/484628782628/MS SANJE/SBIN/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,1925.61,14205.91
17 Aug 2024,BY TRANSFER-UPI/CR/470704135788/SAMEER S/ICIC/anitapawar/Dr Re--,TRANSFER FROM 7382910045,,2906.18,17112.09
3 Sep 2024,BY TRANSFER-UPI/CR/405090774148/SAGAR MO/KKBK/rohit@okhdfc/Dr Re--,TRANSFER FROM 7382910045,,2282.72,19394.81
24 Aug 2024,TO TRANSFER-UPI/DR/443805141613/ROHIT T/HDFC/spawar3290/UPI--,TRANSFER TO 4897690162095,2818.1,,16576.71
22 Sep 2024,TO TRANSFER-UPI/DR/448237871963/SAGAR MO/SBIN/rahuldixit/UPI--,TRANSFER TO 4897732162091,1022.18,,15554.53
5 Jul 2024,TO TRANSFER-UPI/DR/460448207111/ROHIT T/HDFC/anitapawar/UPI--,TRANSFER TO 8974521398,3348.37,,12206.16
3 Jul 2024,BY TRANSFER-UPI/CR/475549674808/ANITA P/SBIN/rohit@okhdfc/Dr Re--,TRANSFER FROM 7382910045,,2200.61,14406.77
15 Sep 2024,BY TRANSFER-UPI/CR/420900932268/SAMEER S/KKBK/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,4931.01,19337.78
12 Jul 2024,BY TRANSFER-UPI/CR/472965914079/SAMEER S/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 4897690162095,,1608.91,20946.69
27 Jul 2024,BY TRANSFER-UPI/CR/411555461676/SAGAR MO/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,3254.18,24200.87
1 Aug 2024,BY TRANSFER-UPI/CR/499612025635/PRIYA K/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 7382910045,,4243.71,28444.58
14 Aug 2024,BY TRANSFER-UPI/CR/407666972172/MS SANJE/SBIN/write2same/Dr Re--,TRANSFER FROM 4897732162091,,78.73,28523.31
18 Jul 2024,TO TRANSFER-UPI/DR/462196783112/ANITA P/IDIB/write2same/UPI--,TRANSFER TO 9137022807,1500.86,,27022.45
28 Jul 2024,BY TRANSFER-UPI/CR/434375092450/RAHUL D/SBIN/write2same/Dr Re--,TRANSFER FROM 8974521398,,3717.99,30740.44
31 Jul 2024,TO TRANSFER-UPI/DR/474162247426/ANITA P/SBIN/spawar3290/UPI--,TRANSFER TO 4897732162091,2771.73,,27968.71
29 Jul 2024,TO TRANSFER-UPI/DR/477733653180/SAMEER S/SBIN/rahuldixit/UPI--,TRANSFER TO 8974521398,4871.47,,23097.24
7 Jul 2024,BY TRANSFER-UPI/CR/493139130495/SAMEER S/HDFC/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,2107.44,25204.68
18 Sep 2024,TO TRANSFER-UPI/DR/403823276077/RAHUL D/IDIB/write2same/UPI--,TRANSFER TO 4897732162091,244.94,,24959.74
31 Aug 2024,TO TRANSFER-UPI/DR/406481097928/ANITA P/ICIC/rahuldixit/UPI--,TRANSFER TO 4897690162095,730.34,,24229.4
2 Aug 2024,BY TRANSFER-UPI/CR/431763857217/SAMEER S/SBIN/anitapawar/Dr Re--,TRANSFER FROM 7382910045,,1368.97,25598.37
7 Sep 2024,TO TRANSFER-UPI/DR/444639091028/PRIYA K/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,3973.44,,21624.93
6 Jul 2024,BY TRANSFER-UPI/CR/491836369964/SAMEER S/SBIN/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,3633.96,25258.89
9 Jul 2024,TO TRANSFER-UPI/DR/462575232398/RAHUL D/HDFC/write2same/UPI--,TRANSFER TO 8974521398,172.8,,25086.09
26 Sep 2024,TO TRANSFER-UPI/DR/488213509465/SAGAR MO/ICIC/write2same/UPI--,TRANSFER TO 9137022807,3575.83,,21510.26
13 Jul 2024,BY TRANSFER-UPI/CR/417709485024/ANITA P/SBIN/rahuldixit/Dr Re--,TRANSFER FROM 4897732162091,,4334.78,25845.04
24 Aug 2024,TO TRANSFER-UPI/DR/415443466470/RAHUL D/ICIC/spawar3290/UPI--,TRANSFER TO 7382910045,1647.76,,24197.28
3 Aug 2024,TO TRANSFER-UPI/DR/486560440695/SAMEER S/ICIC/spawar3290/UPI--,TRANSFER TO 9137022807,860.49,,23336.79
12 Aug 2024,BY TRANSFER-UPI/CR/468233492498/ANITA P/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 7382910045,,513.58,23850.37
1 Aug 2024,BY TRANSFER-UPI/CR/402913623561/ROHIT T/SBIN/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,2795.32,26645.69
24 Sep 2024,BY TRANSFER-UPI/CR/405355851852/RAHUL D/ICIC/write2same/Dr Re--,TRANSFER FROM 9137022807,,3375.68,30021.37
28 Aug 2024,TO TRANSFER-UPI/DR/429392355768/RAHUL D/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,3849.49,,26171.88
5 Aug 2024,TO TRANSFER-UPI/DR/444121088910/MS SANJE/KKBK/rahuldixit/UPI--,TRANSFER TO 7382910045,3491.22,,22680.66
10 Sep 2024,BY TRANSFER-UPI/CR/407363800412/RAHUL D/ICIC/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,991.66,23672.32
23 Aug 2024,BY TRANSFER-UPI/CR/455023062945/RAHUL D/KKBK/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,4191.08,27863.4
1 Aug 2024,BY TRANSFER-UPI/CR/427023886451/SAGAR MO/SBIN/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,4690.13,32553.53
21 Jul 2024,BY TRANSFER-UPI/CR/433461094907/RAHUL D/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,2610.63,35164.16
11 Aug 2024,BY TRANSFER-UPI/CR/499238307430/MS SANJE/KKBK/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,1157.7,36321.86
21 Aug 2024,BY TRANSFER-UPI/CR/447662467739/MS SANJE/SBIN/write2same/Dr Re--,TRANSFER FROM 4897690162095,,155.08,36476.94
25 Sep 2024,TO TRANSFER-UPI/DR/471994224607/MS SANJE/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,514.9,,35962.04
15 Sep 2024,BY TRANSFER-UPI/CR/412197664794/PRIYA K/ICIC/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,3412.67,39374.71
19 Sep 2024,BY TRANSFER-UPI/CR/463588941943/MS SANJE/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 7382910045,,1304.47,40679.18
14 Jul 2024,TO TRANSFER-UPI/DR/405960279652/PRIYA K/KKBK/rahuldixit/UPI--,TRANSFER TO 4897690162095,1804.91,,38874.27
10 Aug 2024,TO TRANSFER-UPI/DR/444286616751/MS SANJE/HDFC/rahuldixit/UPI--,TRANSFER TO 8974521398,1740.25,,37134.02
29 Aug 2024,TO TRANSFER-UPI/DR/479251005975/RAHUL D/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 7382910045,791.77,,36342.25
19 Aug 2024,BY TRANSFER-UPI/CR/413889911318/RAHUL D/IDIB/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,2381.19,38723.44
27 Aug 2024,BY TRANSFER-UPI/CR/410463441213/SAGAR MO/KKBK/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,3239.03,41962.47
28 Sep 2024,BY TRANSFER-UPI/CR/439279131963/PRIYA K/KKBK/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,2545.61,44508.08
11 Sep 2024,BY TRANSFER-UPI/CR/463705901880/RAHUL D/HDFC/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,3682.73,48190.81
10 Jul 2024,BY TRANSFER-UPI/CR/458875289647/ROHIT T/IDIB/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,811.32,49002.13
3 Sep 2024,BY TRANSFER-UPI/CR/404726649082/SAMEER S/SBIN/rohit@okhdfc/Dr Re--,TRANSFER FROM 9137022807,,4956.91,53959.04
21 Sep 2024,TO TRANSFER-UPI/DR/416891847577/SAMEER S/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,563.65,,53395.39
9 Sep 2024,BY TRANSFER-UPI/CR/499739930316/ROHIT T/HDFC/write2same/Dr Re--,TRANSFER FROM 8974521398,,3912.86,57308.25
27 Aug 2024,TO TRANSFER-UPI/DR/476401541846/MS SANJE/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 4897690162095,3089.9,,54218.35
5 Aug 2024,TO TRANSFER-UPI/DR/430255762955/SAMEER S/KKBK/rahuldixit/UPI--,TRANSFER TO 4897732162091,2203.82,,52014.53
5 Jul 2024,BY TRANSFER-UPI/CR/448122628231/SAGAR MO/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,4400.74,56415.27
1 Aug 2024,TO TRANSFER-UPI/DR/446086545371/MS SANJE/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,4956.62,,51458.65
14 Sep 2024,BY TRANSFER-UPI/CR/402555932920/ANITA P/SBIN/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,4225.2,55683.85
1 Jul 2024,TO TRANSFER-UPI/DR/482584104331/ANITA P/SBIN/rahuldixit/UPI--,TRANSFER TO 8974521398,833.97,,54849.88
14 Sep 2024,TO TRANSFER-UPI/DR/476646276026/ROHIT T/HDFC/rahuldixit/UPI--,TRANSFER TO 7382910045,1488.25,,53361.63
14 Sep 2024,BY TRANSFER-UPI/CR/463230399568/ROHIT T/ICIC/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,2569.07,55930.7
16 Aug 2024,BY TRANSFER-UPI/CR/478398335372/PRIYA K/IDIB/anitapawar/Dr Re--,TRANSFER FROM 8974521398,,4487.3,60418.0
23 Aug 2024,BY TRANSFER-UPI/CR/416818232354/SAGAR MO/SBIN/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,3792.68,64210.68
31 Jul 2024,TO TRANSFER-UPI/DR/436692969942/SAMEER S/KKBK/spawar3290/UPI--,TRANSFER TO 4897732162091,705.27,,63505.41
28 Jul 2024,TO TRANSFER-UPI/DR/419970909922/PRIYA K/HDFC/write2same/UPI--,TRANSFER TO 4897732162091,3328.87,,60176.54
13 Sep 2024,TO TRANSFER-UPI/DR/473791841378/ROHIT T/ICIC/rahuldixit/UPI--,TRANSFER TO 7382910045,4773.75,,55402.79
6 Aug 2024,BY TRANSFER-UPI/CR/454066258642/ROHIT T/ICIC/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,4196.29,59599.08
8 Sep 2024,BY TRANSFER-UPI/CR/415741103492/MS SANJE/IDIB/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,277.18,59876.26
11 Sep 2024,TO TRANSFER-UPI/DR/406122946982/ROHIT T/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 9137022807,3132.73,,56743.53
27 Aug 2024,TO TRANSFER-UPI/DR/474610077286/ROHIT T/KKBK/anitapawar/UPI--,TRANSFER TO 4897690162095,580.0,,56163.53
5 Jul 2024,BY TRANSFER-UPI/CR/461346932875/SAMEER S/SBIN/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,4266.84,60430.37
17 Jul 2024,TO TRANSFER-UPI/DR/439503893875/ROHIT T/SBIN/write2same/UPI--,TRANSFER TO 4897690162095,3835.64,,56594.73
15 Sep 2024,TO TRANSFER-UPI/DR/441758213110/ROHIT T/KKBK/rahuldixit/UPI--,TRANSFER TO 4897690162095,3632.81,,52961.92
22 Jul 2024,BY TRANSFER-UPI/CR/483073435189/ROHIT T/IDIB/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,878.43,53840.35
2 Aug 2024,BY TRANSFER-UPI/CR/471624036082/SAMEER S/IDIB/anitapawar/Dr Re--,TRANSFER FROM 7382910045,,2839.98,56680.33
6 Aug 2024,TO TRANSFER-UPI/DR/436615533019/RAHUL D/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 4897690162095,1410.53,,55269.8
19 Aug 2024,TO TRANSFER-UPI/DR/488315787509/MS SANJE/SBIN/write2same/UPI--,TRANSFER TO 7382910045,2498.23,,52771.57
9 Sep 2024,BY TRANSFER-UPI/CR/448541549570/ROHIT T/KKBK/anitapawar/Dr Re--,TRANSFER FROM 4897690162095,,2624.8,55396.37
5 Sep 2024,BY TRANSFER-UPI/CR/486930944237/MS SANJE/IDIB/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,2152.44,57548.81
24 Aug 2024,BY TRANSFER-UPI/CR/408936236059/SAMEER S/SBIN/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,4729.99,62278.8
7 Jul 2024,TO TRANSFER-UPI/DR/475428918049/ANITA P/HDFC/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,4081.75,,58197.05
27 Sep 2024,BY TRANSFER-UPI/CR/437837192595/MS SANJE/SBIN/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897732162091,,3446.22,61643.27
27 Sep 2024,BY TRANSFER-UPI/CR/433254652189/PRIYA K/ICIC/anitapawar/Dr Re--,TRANSFER FROM 8974521398,,4418.99,66062.26
29 Aug 2024,BY TRANSFER-UPI/CR/433229546987/PRIYA K/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 9137022807,,3563.43,69625.69
9 Sep 2024,BY TRANSFER-UPI/CR/477525886862/RAHUL D/KKBK/anitapawar/Dr Re--,TRANSFER FROM 9137022807,,4419.84,74045.53
21 Jul 2024,TO TRANSFER-UPI/DR/466432866750/PRIYA K/IDIB/rohit@okhdfc/UPI--,TRANSFER TO 8974521398,2288.75,,71756.78
27 Jul 2024,TO TRANSFER-UPI/DR/431012765626/PRIYA K/ICIC/rahuldixit/UPI--,TRANSFER TO 7382910045,4382.86,,67373.92
6 Aug 2024,BY TRANSFER-UPI/CR/467794321599/SAGAR MO/IDIB/write2same/Dr Re--,TRANSFER FROM 7382910045,,2209.65,69583.57
2 Aug 2024,TO TRANSFER-UPI/DR/400445620135/ROHIT T/HDFC/write2same/UPI--,TRANSFER TO 4897690162095,678.99,,68904.58
30 Jul 2024,BY TRANSFER-UPI/CR/418136001724/SAGAR MO/HDFC/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,3752.58,72657.16
7 Aug 2024,TO TRANSFER-UPI/DR/474884767724/SAGAR MO/IDIB/spawar3290/UPI--,TRANSFER TO 4897690162095,4534.89,,68122.27
5 Jul 2024,TO TRANSFER-UPI/DR/436001006859/ROHIT T/SBIN/anitapawar/UPI--,TRANSFER TO 9137022807,4964.53,,63157.74
30 Jul 2024,TO TRANSFER-UPI/DR/469146247614/SAMEER S/SBIN/spawar3290/UPI--,TRANSFER TO 8974521398,1584.93,,61572.81
5 Jul 2024,TO TRANSFER-UPI/DR/438761753565/ANITA P/IDIB/write2same/UPI--,TRANSFER TO 9137022807,3212.04,,58360.77
11 Jul 2024,BY TRANSFER-UPI/CR/425996433757/ROHIT T/ICIC/rohit@okhdfc/Dr Re--,TRANSFER FROM 4897690162095,,940.42,59301.19
13 Sep 2024,BY TRANSFER-UPI/CR/473461837017/ANITA P/IDIB/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,2936.76,62237.95
7 Jul 2024,BY TRANSFER-UPI/CR/455819033540/SAGAR MO/ICIC/spawar3290/Dr Re--,TRANSFER FROM 7382910045,,3574.68,65812.63
22 Aug 2024,TO TRANSFER-UPI/DR/440245220980/ROHIT T/KKBK/rahuldixit/UPI--,TRANSFER TO 4897690162095,3598.2,,62214.43
22 Aug 2024,TO TRANSFER-UPI/DR/460973319531/PRIYA K/IDIB/anitapawar/UPI--,TRANSFER TO 7382910045,59.09,,62155.34
17 Aug 2024,TO TRANSFER-UPI/DR/494914941358/RAHUL D/ICIC/spawar3290/UPI--,TRANSFER TO 8974521398,1567.58,,60587.76
22 Aug 2024,TO TRANSFER-UPI/DR/483297363959/ANITA P/ICIC/spawar3290/UPI--,TRANSFER TO 7382910045,505.03,,60082.73
13 Jul 2024,BY TRANSFER-UPI/CR/427626188811/SAMEER S/HDFC/rahuldixit/Dr Re--,TRANSFER FROM 9137022807,,2288.59,62371.32
26 Jul 2024,TO TRANSFER-UPI/DR/475960561782/MS SANJE/IDIB/anitapawar/UPI--,TRANSFER TO 8974521398,2567.56,,59803.76
18 Jul 2024,BY TRANSFER-UPI/CR/494228346982/SAGAR MO/KKBK/write2same/Dr Re--,TRANSFER FROM 8974521398,,837.57,60641.33
26 Jul 2024,BY TRANSFER-UPI/CR/434606750813/MS SANJE/SBIN/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,2395.88,63037.21
17 Aug 2024,TO TRANSFER-UPI/DR/431835998947/SAMEER S/IDIB/spawar3290/UPI--,TRANSFER TO 4897732162091,2447.1,,60590.11
31 Aug 2024,TO TRANSFER-UPI/DR/450022003618/PRIYA K/SBIN/spawar3290/UPI--,TRANSFER TO 4897690162095,2258.34,,58331.77
31 Aug 2024,TO TRANSFER-UPI/DR/499279259348/ROHIT T/ICIC/spawar3290/UPI--,TRANSFER TO 8974521398,2504.04,,55827.73
8 Aug 2024,BY TRANSFER-UPI/CR/450190737243/PRIYA K/HDFC/write2same/Dr Re--,TRANSFER FROM 7382910045,,949.16,56776.89
20 Jul 2024,TO TRANSFER-UPI/DR/478780466140/SAGAR MO/IDIB/anitapawar/UPI--,TRANSFER TO 8974521398,3519.84,,53257.05
4 Aug 2024,BY TRANSFER-UPI/CR/424188370104/SAMEER S/IDIB/write2same/Dr Re--,TRANSFER FROM 9137022807,,2768.58,56025.63
9 Sep 2024,TO TRANSFER-UPI/DR/427029871418/ROHIT T/ICIC/anitapawar/UPI--,TRANSFER TO 8974521398,216.3,,55809.33
28 Aug 2024,TO TRANSFER-UPI/DR/437782498712/RAHUL D/KKBK/write2same/UPI--,TRANSFER TO 4897690162095,939.03,,54870.3
16 Jul 2024,BY TRANSFER-UPI/CR/492255320192/MS SANJE/KKBK/rohit@okhdfc/Dr Re--,TRANSFER FROM 7382910045,,2875.25,57745.55
14 Jul 2024,TO TRANSFER-UPI/DR/407315005533/SAGAR MO/SBIN/spawar3290/UPI--,TRANSFER TO 7382910045,4420.24,,53325.31
21 Aug 2024,BY TRANSFER-UPI/CR/462623321047/MS SANJE/KKBK/write2same/Dr Re--,TRANSFER FROM 9137022807,,1755.42,55080.73
23 Aug 2024,TO TRANSFER-UPI/DR/494763817463/RAHUL D/KKBK/write2same/UPI--,TRANSFER TO 4897690162095,62.53,,55018.2
23 Jul 2024,BY TRANSFER-UPI/CR/454803327347/MS SANJE/HDFC/write2same/Dr Re--,TRANSFER FROM 9137022807,,1806.5,56824.7
9 Aug 2024,BY TRANSFER-UPI/CR/414549444544/ROHIT T/ICIC/spawar3290/Dr Re--,TRANSFER FROM 8974521398,,3504.41,60329.11
28 Aug 2024,BY TRANSFER-UPI/CR/498192626096/SAMEER S/KKBK/rohit@okhdfc/Dr Re--,TRANSFER FROM 8974521398,,950.22,61279.33
24 Jul 2024,BY TRANSFER-UPI/CR/448984697913/ROHIT T/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 4897690162095,,4906.52,66185.85
22 Sep 2024,BY TRANSFER-UPI/CR/452587894723/ROHIT T/KKBK/rahuldixit/Dr Re--,TRANSFER FROM 8974521398,,3624.23,69810.08
18 Aug 2024,TO TRANSFER-UPI/DR/485416610579/ROHIT T/SBIN/anitapawar/UPI--,TRANSFER TO 8974521398,2483.2,,67326.88
25 Jul 2024,TO TRANSFER-UPI/DR/499388829563/ROHIT T/SBIN/anitapawar/UPI--,TRANSFER TO 9137022807,1999.35,,65327.53
7 Sep 2024,TO TRANSFER-UPI/DR/448303456887/RAHUL D/HDFC/anitapawar/UPI--,TRANSFER TO 8974521398,4702.09,,60625.44
13 Aug 2024,BY TRANSFER-UPI/CR/428671807072/MS SANJE/ICIC/spawar3290/Dr Re--,TRANSFER FROM 4897690162095,,1086.41,61711.85
26 Aug 2024,BY TRANSFER-UPI/CR/436798086498/ROHIT T/IDIB/write2same/Dr Re--,TRANSFER FROM 4897690162095,,3664.75,65376.6
17 Jul 2024,BY TRANSFER-UPI/CR/467540482111/SAGAR MO/IDIB/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,3711.55,69088.15
5 Jul 2024,TO TRANSFER-UPI/DR/457921328592/ANITA P/SBIN/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,4350.69,,64737.46
19 Jul 2024,BY TRANSFER-UPI/CR/401539164805/ANITA P/IDIB/spawar3290/Dr Re--,TRANSFER FROM 4897732162091,,3434.2,68171.66
23 Sep 2024,TO TRANSFER-UPI/DR/477337992798/MS SANJE/KKBK/rohit@okhdfc/UPI--,TRANSFER TO 4897732162091,3403.92,,64767.74
15 Aug 2024,BY TRANSFER-UPI/CR/485702237690/SAGAR MO/HDFC/anitapawar/Dr Re--,TRANSFER FROM 4897732162091,,1379.51,66147.25
